ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
MO2606,C,5200,107,151,36,2768.0,-57.0,2735.8,1,2792.8,1,8203.869
MO2606,C,5400,107,86,30,2595.0,-32.2,2541.6,1,2595.2,1,8203.869
MO2606,C,5600,107,195,14,2388.0,-43.2,2333.6,1,2402.6,1,8203.869
MO2606,C,5800,107,112,3,2178.0,-59.6,2153.6,1,2209.4,1,8203.869
MO2606,C,6000,107,282,136,1874.8,-169.8,2000.0,2,2024.6,1,8203.869
MO2606,C,6200,107,380,699,1800.0,-56.2,1774.0,1,1830.6,1,8203.869
MO2606,C,6400,107,695,325,1608.6,-58.4,1585.2,1,1638.4,1,8203.869
MO2606,C,6600,107,539,74,1435.4,-43.4,1401.8,1,1456.6,1,8203.869
MO2606,C,6800,107,582,68,1262.8,-32.0,1218.6,1,1272.4,1,8203.869
MO2606,C,7000,107,1407,146,1086.0,-32.4,1064.4,1,1099.8,1,8203.869
MO2606,C,7200,107,1146,62,915.0,-58.6,900.0,1,929.2,1,8203.869
MO2606,C,7400,107,1549,213,754.4,-36.4,750.8,5,754.0,1,8203.869
MO2606,C,7600,107,1092,218,625.8,-12.0,606.4,1,616.4,1,8203.869
MO2606,C,7800,107,1369,305,494.2,-26.8,500.0,2,502.8,1,8203.869
MO2606,C,8000,107,2750,1075,397.4,-14.6,389.8,1,400.6,1,8203.869
MO2606,C,8200,107,2793,948,303.4,-24.6,303.0,1,315.4,1,8203.869
MO2606,C,8400,107,3217,994,231.4,-16.2,231.4,1,232.0,1,8203.869
MO2606,C,8600,107,4006,1040,182.4,-12.4,182.2,3,185.6,1,8203.869
MO2606,C,8800,107,1815,360,135.4,-10.4,134.8,2,135.4,1,8203.869
MO2606,C,9000,107,2086,729,105.0,-6.6,103.4,1,105.2,1,8203.869
MO2606,C,9200,107,2106,839,81.2,-4.6,82.6,1,83.4,1,8203.869
MO2606,C,9400,107,1932,415,66.4,-2.6,65.0,1,66.4,1,8203.869
MO2606,C,9600,107,566,857,51.2,-1.8,50.2,1,52.2,3,8203.869
MO2606,P,5200,107,1897,917,17.8,1.2,17.4,1,18.2,1,8203.869
MO2606,P,5400,107,826,348,21.8,2.6,20.6,6,21.8,1,8203.869
MO2606,P,5600,107,1263,288,26.0,2.6,25.0,1,27.2,1,8203.869
MO2606,P,5800,107,826,209,30.4,2.4,30.2,1,31.6,2,8203.869
MO2606,P,6000,107,835,290,37.8,5.2,36.4,1,37.8,3,8203.869
MO2606,P,6200,107,931,326,45.8,6.0,43.8,1,45.2,1,8203.869
MO2606,P,6400,107,1224,458,56.6,7.8,53.8,4,56.2,1,8203.869
MO2606,P,6600,107,1354,605,69.2,8.2,66.6,1,68.8,1,8203.869
MO2606,P,6800,107,1760,407,88.4,11.4,88.4,4,90.0,1,8203.869
MO2606,P,7000,107,2112,928,114.6,13.0,114.6,2,115.0,1,8203.869
MO2606,P,7200,107,1917,421,147.2,16.8,145.8,1,149.6,1,8203.869
MO2606,P,7400,107,2255,429,190.2,19.6,193.4,1,194.2,1,8203.869
MO2606,P,7600,107,1687,475,251.0,25.2,250.2,1,253.0,1,8203.869
MO2606,P,7800,107,1433,513,327.8,32.8,318.0,1,333.4,1,8203.869
MO2606,P,8000,107,1839,735,422.8,37.4,411.6,2,425.8,1,8203.869
MO2606,P,8200,107,1500,302,535.0,40.0,519.4,1,539.0,1,8203.869
MO2606,P,8400,107,992,253,663.8,46.2,642.8,2,677.2,1,8203.869
MO2606,P,8600,107,1191,27,820.4,50.0,789.4,1,821.2,1,8203.869
MO2606,P,8800,107,649,21,960.0,40.0,946.2,1,976.6,1,8203.869
MO2606,P,9000,107,213,4,1133.0,50.4,1105.2,1,1160.0,1,8203.869
MO2606,P,9200,107,247,8,1291.0,36.2,1281.2,1,1335.8,1,8203.869
MO2606,P,9400,107,86,8,1564.0,130.4,1480.0,1,1515.2,1,8203.869
MO2606,P,9600,107,15,15,1740.8,124.8,1646.2,1,1702.0,1,8203.869
