ticker,type,strike,days_to_expire,position,volume,lastprice,updown,bprice,bamount,sprice,samount,spot_price
MO2603,C,4900,15,184,34,3395.0,111.8,3387.4,1,3435.6,1,8350.09
MO2603,C,5000,15,208,21,3307.8,124.6,3288.0,1,3336.8,1,8350.09
MO2603,C,5200,15,220,24,3090.0,106.8,3088.0,1,3135.4,1,8350.09
MO2603,C,5400,15,249,35,2898.8,115.4,2888.6,1,2934.8,1,8350.09
MO2603,C,5600,15,473,17,2685.4,102.0,2687.4,1,2734.4,1,8350.09
MO2603,C,5800,15,869,17,2492.8,109.2,2488.6,1,2533.6,1,8350.09
MO2603,C,6000,15,970,36,2301.4,117.6,2288.4,1,2334.0,1,8350.09
MO2603,C,6200,15,1286,22,2106.2,122.0,2089.6,1,2133.0,1,8350.09
MO2603,C,6400,15,889,46,1902.4,117.8,1890.2,1,1933.2,1,8350.09
MO2603,C,6500,15,55,42,1778.6,93.8,1790.8,1,1834.8,1,8350.09
MO2603,C,6600,15,884,95,1706.2,121.0,1689.6,1,1733.6,1,8350.09
MO2603,C,6700,15,41,21,1608.0,122.4,1592.0,1,1635.2,1,8350.09
MO2603,C,6800,15,575,38,1507.2,121.0,1490.0,1,1535.4,1,8350.09
MO2603,C,6900,15,59,67,1411.8,124.8,1392.4,1,1436.0,1,8350.09
MO2603,C,7000,15,771,169,1310.8,122.8,1292.2,1,1335.6,1,8350.09
MO2603,C,7100,15,46,58,1192.2,106.6,1193.6,1,1236.2,1,8350.09
MO2603,C,7200,15,918,128,1110.0,122.0,1092.6,1,1135.8,1,8350.09
MO2603,C,7300,15,212,66,1010.0,118.2,1005.2,1,1030.2,1,8350.09
MO2603,C,7400,15,1291,104,900.4,105.6,904.8,1,926.6,1,8350.09
MO2603,C,7500,15,661,138,819.4,116.6,806.6,1,823.6,1,8350.09
MO2603,C,7600,15,1020,356,719.8,119.8,723.4,1,730.8,1,8350.09
MO2603,C,7700,15,726,264,625.0,113.2,611.4,1,626.8,1,8350.09
MO2603,C,7800,15,1369,1380,529.4,103.4,530.8,20,533.0,1,8350.09
MO2603,C,7900,15,1444,1306,438.0,102.4,430.2,1,435.0,1,8350.09
MO2603,C,8000,15,3334,3717,346.6,87.8,346.2,6,346.8,1,8350.09
MO2603,C,8100,15,2831,6030,260.0,68.6,256.8,2,261.0,3,8350.09
MO2603,C,8200,15,4954,14600,188.8,62.6,188.6,2,189.2,5,8350.09
MO2603,C,8300,15,6822,24892,123.8,44.4,123.6,6,123.8,4,8350.09
MO2603,C,8400,15,7774,19640,77.2,29.6,77.2,40,77.4,1,8350.09
MO2603,C,8500,15,9320,18262,45.4,18.6,45.4,2,45.6,6,8350.09
MO2603,C,8600,15,8434,9209,27.2,13.0,27.0,4,27.2,14,8350.09
MO2603,C,8700,15,5771,5192,14.2,5.8,14.0,6,14.2,1,8350.09
MO2603,C,8800,15,5764,4522,9.0,3.6,8.8,4,9.0,1,8350.09
MO2603,C,8900,15,3578,1933,6.4,1.8,6.2,1,6.4,5,8350.09
MO2603,C,9000,15,3847,1638,5.2,1.4,5.2,8,5.4,4,8350.09
MO2603,C,9100,15,1705,493,4.8,1.6,4.6,4,4.8,1,8350.09
MO2603,C,9200,15,2316,850,4.6,1.4,4.4,14,4.8,10,8350.09
MO2603,C,9300,15,1678,531,4.0,1.0,3.8,11,4.2,8,8350.09
MO2603,C,9400,15,5991,1036,4.2,1.4,4.0,9,4.2,4,8350.09
MO2603,C,9500,15,1538,606,3.6,0.8,3.6,2,3.8,11,8350.09
MO2603,P,4900,15,1245,41,0.8,0.0,0.6,23,0.8,19,8350.09
MO2603,P,5000,15,936,34,1.0,0.2,0.8,3,1.0,11,8350.09
MO2603,P,5200,15,1153,75,1.0,-0.2,0.8,18,1.0,24,8350.09
MO2603,P,5400,15,886,93,1.0,-0.2,0.8,5,1.0,15,8350.09
MO2603,P,5600,15,999,38,1.0,-0.2,1.0,5,1.2,9,8350.09
MO2603,P,5800,15,1317,61,1.0,-0.2,0.8,11,1.0,3,8350.09
MO2603,P,6000,15,1551,119,1.2,-0.4,0.8,11,1.2,8,8350.09
MO2603,P,6200,15,1205,121,1.0,-0.8,0.8,6,1.2,10,8350.09
MO2603,P,6400,15,1182,207,1.2,-1.2,1.0,19,1.2,1,8350.09
MO2603,P,6500,15,550,185,1.4,-1.6,1.4,1,1.6,9,8350.09
MO2603,P,6600,15,1444,211,1.6,-1.8,1.2,10,1.6,5,8350.09
MO2603,P,6700,15,665,191,1.6,-2.4,1.6,4,1.8,4,8350.09
MO2603,P,6800,15,2292,472,2.4,-3.0,2.2,13,2.4,4,8350.09
MO2603,P,6900,15,931,347,2.2,-3.6,2.0,12,2.2,1,8350.09
MO2603,P,7000,15,3022,1068,2.6,-4.8,2.6,3,2.8,7,8350.09
MO2603,P,7100,15,1324,939,2.8,-5.4,2.6,11,2.8,1,8350.09
MO2603,P,7200,15,2409,1455,3.2,-7.0,3.2,2,3.4,7,8350.09
MO2603,P,7300,15,2311,1475,3.8,-8.8,3.6,4,3.8,4,8350.09
MO2603,P,7400,15,4166,2079,5.2,-11.2,5.0,3,5.2,7,8350.09
MO2603,P,7500,15,4666,3107,7.2,-15.2,7.0,23,7.2,2,8350.09
MO2603,P,7600,15,5287,3800,9.0,-18.2,9.0,7,9.2,6,8350.09
MO2603,P,7700,15,4982,4295,12.6,-22.8,12.4,2,12.6,10,8350.09
MO2603,P,7800,15,5029,5689,16.0,-32.4,15.8,7,16.0,5,8350.09
MO2603,P,7900,15,4475,5964,23.6,-39.4,23.6,11,23.8,1,8350.09
MO2603,P,8000,15,8584,11557,34.6,-50.6,34.6,16,34.8,1,8350.09
MO2603,P,8100,15,5165,7421,49.6,-64.4,49.6,4,49.8,4,8350.09
MO2603,P,8200,15,6828,14337,74.2,-76.6,74.2,31,74.6,3,8350.09
MO2603,P,8300,15,6554,12765,109.6,-92.8,109.0,3,109.6,6,8350.09
MO2603,P,8400,15,3037,4930,161.6,-104.6,161.4,2,161.6,4,8350.09
MO2603,P,8500,15,2357,2305,231.2,-115.8,231.0,2,231.2,1,8350.09
MO2603,P,8600,15,785,692,310.6,-125.4,311.4,1,315.0,1,8350.09
MO2603,P,8700,15,495,348,399.8,-128.0,395.2,2,407.4,1,8350.09
MO2603,P,8800,15,329,264,494.8,-133.0,500.0,1,501.6,1,8350.09
MO2603,P,8900,15,121,140,599.4,-131.4,583.8,1,606.6,1,8350.09
MO2603,P,9000,15,313,173,701.6,-128.4,683.0,1,704.4,1,8350.09
MO2603,P,9100,15,62,76,796.6,-128.2,782.4,1,804.0,1,8350.09
MO2603,P,9200,15,114,62,911.0,-106.2,882.0,1,903.4,1,8350.09
MO2603,P,9300,15,116,62,1010.6,-106.0,981.6,1,1002.8,1,8350.09
MO2603,P,9400,15,132,48,1094.0,-122.2,1067.2,1,1109.2,1,8350.09
MO2603,P,9500,15,115,57,1202.6,-121.4,1167.2,1,1210.2,1,8350.09
